RequestURI,StartTime,EndTime,Interval,Duration
req2024-05-12T14:20:16.477728800Z0.6620627872369134,1706691999840,1727521571268,0,1189860,50
req2024-05-12T14:20:16.472775900Z0.2463840500273441,1706691931380,1727526502808,0,592340,50
req2024-05-12T14:20:16.478792400Z0.7012464747655875,1706691905900,1727520477328,0,376040,50
req2024-05-12T14:20:16.472775900Z0.18855649585037626,1706691919620,1727526491048,0,507640,50
req2024-05-12T14:20:16.472775900Z0.8728767954559788,1706691930400,1727526501828,0,588980,50
req2024-05-12T14:20:16.473775500Z0.5874934097695567,1706691985490,1727525556918,0,1045590,50
req2024-05-12T14:20:16.477728800Z0.26477033915600745,1706691943140,1727521514568,0,663810,50
req2024-05-12T14:20:16.477082900Z0.4439337593312862,1706691867120,1727521438548,0,141190,50
req2024-05-12T14:20:16.477082900Z0.43091013568551095,1706691867190,1727521438618,0,141120,50
req2024-05-12T14:20:16.477728800Z0.2727361372265905,1706691864810,1727521436238,0,68670,50
req2024-05-12T14:20:16.478792400Z0.8445820070718046,1706691888610,1727520460038,0,253120,50
req2024-05-12T14:20:16.477728800Z0.7524332567284808,1706691948810,1727521520238,0,713090,50
req2024-05-12T14:20:16.472775900Z0.6564426590452586,1706691909120,1727526480548,0,406910,50
req2024-05-12T14:20:16.471775900Z0.12255187126584066,1706691914510,1727527485938,0,510650,50
req2024-05-12T14:20:16.477728800Z0.5349728545367209,1706691885530,1727521456958,0,230370,50
req2024-05-12T14:20:16.471775900Z0.04595749808415883,1706691919480,1727527490908,0,507150,50
req2024-05-12T14:20:16.464817700Z0.05783562272765441,1706691910100,1727534481528,0,433930,50
req2024-05-12T14:20:16.463818900Z0.3708058737361125,1706691895750,1727535467178,0,328440,50
req2024-05-12T14:20:16.472775900Z0.9520198285323959,1706691890570,1727526461998,0,286090,50
req2024-05-12T14:20:16.475773Z0.5286560574541106,1706691949720,1727523521148,0,734300,50
req2024-05-12T14:20:16.470777800Z0.9614838706813338,1706691980100,1727528551528,0,964600,50
req2024-05-12T14:20:16.475773Z0.9006791686494868,1706691957700,1727523529128,0,791770,50
req2024-05-12T14:20:16.475773Z0.0016751102393022244,1706691989550,1727523560978,0,1076530,50
req2024-05-12T14:20:16.477728800Z0.096185349834353,1706691934460,1727521505888,0,618520,50
req2024-05-12T14:20:16.472775900Z0.8432016546533835,1706691911010,1727526482438,0,447440,50
req2024-05-12T14:20:16.478792400Z0.47370496555529207,1706691921160,1727520492588,0,505960,50
req2024-05-12T14:20:16.472775900Z0.4488657467355618,1706691965120,1727526536548,0,862540,50
